 LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,State,County,Overdose_mortality
CN3802100000000,38,21,"Dickey County, ND",North Dakota,Dickey,
CN3802300000000,38,23,"Divide County, ND",North Dakota,Divide,
CN3802500000000,38,25,"Dunn County, ND",North Dakota,Dunn,
CN3802700000000,38,27,"Eddy County, ND",North Dakota,Eddy,
CN3802900000000,38,29,"Emmons County, ND",North Dakota,Emmons,
CN3803100000000,38,31,"Foster County, ND",North Dakota,Foster,
CN3803300000000,38,33,"Golden Valley County, ND",North Dakota,Golden Valley,
CN3803500000000,38,35,"Grand Forks County, ND",North Dakota,Grand Forks,8
CN3803700000000,38,37,"Grant County, ND",North Dakota,Grant,
CN3803900000000,38,39,"Griggs County, ND",North Dakota,Griggs,
CN3804100000000,38,41,"Hettinger County, ND",North Dakota,Hettinger,
CN3804300000000,38,43,"Kidder County, ND",North Dakota,Kidder,
CN3804500000000,38,45,"LaMoure County, ND",North Dakota,LaMoure,
CN3804700000000,38,47,"Logan County, ND",North Dakota,Logan,
CN3804900000000,38,49,"McHenry County, ND",North Dakota,McHenry,
CN3805100000000,38,51,"McIntosh County, ND",North Dakota,McIntosh,
CN3805300000000,38,53,"McKenzie County, ND",North Dakota,McKenzie,
CN3805500000000,38,55,"McLean County, ND",North Dakota,McLean,
CN3805700000000,38,57,"Mercer County, ND",North Dakota,Mercer,
CN3805900000000,38,59,"Morton County, ND",North Dakota,Morton,
CN3806100000000,38,61,"Mountrail County, ND",North Dakota,Mountrail,
CN3806300000000,38,63,"Nelson County, ND",North Dakota,Nelson,
CN3806500000000,38,65,"Oliver County, ND",North Dakota,Oliver,
CN3806700000000,38,67,"Pembina County, ND",North Dakota,Pembina,
CN3806900000000,38,69,"Pierce County, ND",North Dakota,Pierce,
CN3807100000000,38,71,"Ramsey County, ND",North Dakota,Ramsey,
CN3807300000000,38,73,"Ransom County, ND",North Dakota,Ransom,
CN3807500000000,38,75,"Renville County, ND",North Dakota,Renville,
CN3807700000000,38,77,"Richland County, ND",North Dakota,Richland,
CN3807900000000,38,79,"Rolette County, ND",North Dakota,Rolette,
CN3808100000000,38,81,"Sargent County, ND",North Dakota,Sargent,
CN3808300000000,38,83,"Sheridan County, ND",North Dakota,Sheridan,
CN3808500000000,38,85,"Sioux County, ND",North Dakota,Sioux,
CN3808700000000,38,87,"Slope County, ND",North Dakota,Slope,
CN3808900000000,38,89,"Stark County, ND",North Dakota,Stark,
CN3809100000000,38,91,"Steele County, ND",North Dakota,Steele,
CN3809300000000,38,93,"Stutsman County, ND",North Dakota,Stutsman,
CN3809500000000,38,95,"Towner County, ND",North Dakota,Towner,
CN3809700000000,38,97,"Traill County, ND",North Dakota,Traill,
CN3809900000000,38,99,"Walsh County, ND",North Dakota,Walsh,
CN3810100000000,38,101,"Ward County, ND",North Dakota,Ward,
CN3810300000000,38,103,"Wells County, ND",North Dakota,Wells,
CN3810500000000,38,105,"Williams County, ND",North Dakota,Williams,
CN3900100000000,39,1,"Adams County, OH",Ohio,Adams,37
CN3900300000000,39,3,"Allen County, OH",Ohio,Allen,16
CN3900500000000,39,5,"Ashland County, OH",Ohio,Ashland,13
CN3900700000000,39,7,"Ashtabula County, OH",Ohio,Ashtabula,25
CN3900900000000,39,9,"Athens County, OH",Ohio,Athens,12
CN3901100000000,39,11,"Auglaize County, OH",Ohio,Auglaize,11
CN3901300000000,39,13,"Belmont County, OH",Ohio,Belmont,21
CN3901500000000,39,15,"Brown County, OH",Ohio,Brown,46
CN3901700000000,39,17,"Butler County, OH",Ohio,Butler,43
CN3901900000000,39,19,"Carroll County, OH",Ohio,Carroll,12
CN3902100000000,39,21,"Champaign County, OH",Ohio,Champaign,21
CN3902300000000,39,23,"Clark County, OH",Ohio,Clark,36
CN3902500000000,39,25,"Clermont County, OH",Ohio,Clermont,43
CN3902700000000,39,27,"Clinton County, OH",Ohio,Clinton,41
CN3902900000000,39,29,"Columbiana County, OH",Ohio,Columbiana,26
CN3903100000000,39,31,"Coshocton County, OH",Ohio,Coshocton,
CN3903300000000,39,33,"Crawford County, OH",Ohio,Crawford,20
CN3903500000000,39,35,"Cuyahoga County, OH",Ohio,Cuyahoga,23
CN3903700000000,39,37,"Darke County, OH",Ohio,Darke,25
CN3903900000000,39,39,"Defiance County, OH",Ohio,Defiance,18
CN3904100000000,39,41,"Delaware County, OH",Ohio,Delaware,8
CN3904300000000,39,43,"Erie County, OH",Ohio,Erie,26
CN3904500000000,39,45,"Fairfield County, OH",Ohio,Fairfield,12
CN3904700000000,39,47,"Fayette County, OH",Ohio,Fayette,38
CN3904900000000,39,49,"Franklin County, OH",Ohio,Franklin,21
CN3905100000000,39,51,"Fulton County, OH",Ohio,Fulton,12
CN3905300000000,39,53,"Gallia County, OH",Ohio,Gallia,24
CN3905500000000,39,55,"Geauga County, OH",Ohio,Geauga,13
CN3905700000000,39,57,"Greene County, OH",Ohio,Greene,23
CN3905900000000,39,59,"Guernsey County, OH",Ohio,Guernsey,24
CN3906100000000,39,61,"Hamilton County, OH",Ohio,Hamilton,35
CN3906300000000,39,63,"Hancock County, OH",Ohio,Hancock,14
CN3906500000000,39,65,"Hardin County, OH",Ohio,Hardin,19
CN3906700000000,39,67,"Harrison County, OH",Ohio,Harrison,21
CN3906900000000,39,69,"Henry County, OH",Ohio,Henry,13
CN3907100000000,39,71,"Highland County, OH",Ohio,Highland,28
CN3907300000000,39,73,"Hocking County, OH",Ohio,Hocking,16
CN3907500000000,39,75,"Holmes County, OH",Ohio,Holmes,
CN3907700000000,39,77,"Huron County, OH",Ohio,Huron,24
CN3907900000000,39,79,"Jackson County, OH",Ohio,Jackson,32
CN3908100000000,39,81,"Jefferson County, OH",Ohio,Jefferson,28
CN3908300000000,39,83,"Knox County, OH",Ohio,Knox,17
CN3908500000000,39,85,"Lake County, OH",Ohio,Lake,23
CN3908700000000,39,87,"Lawrence County, OH",Ohio,Lawrence,23
CN3908900000000,39,89,"Licking County, OH",Ohio,Licking,19
CN3909100000000,39,91,"Logan County, OH",Ohio,Logan,19
CN3909300000000,39,93,"Lorain County, OH",Ohio,Lorain,25
CN3909500000000,39,95,"Lucas County, OH",Ohio,Lucas,25
CN3909700000000,39,97,"Madison County, OH",Ohio,Madison,18
CN3909900000000,39,99,"Mahoning County, OH",Ohio,Mahoning,23
CN3910100000000,39,101,"Marion County, OH",Ohio,Marion,35
CN3910300000000,39,103,"Medina County, OH",Ohio,Medina,13
CN3910500000000,39,105,"Meigs County, OH",Ohio,Meigs,19
CN3910700000000,39,107,"Mercer County, OH",Ohio,Mercer,11
CN3910900000000,39,109,"Miami County, OH",Ohio,Miami,16
CN3911100000000,39,111,"Monroe County, OH",Ohio,Monroe,
CN3911300000000,39,113,"Montgomery County, OH",Ohio,Montgomery,46
CN3911500000000,39,115,"Morgan County, OH",Ohio,Morgan,
CN3911700000000,39,117,"Morrow County, OH",Ohio,Morrow,20
CN3911900000000,39,119,"Muskingum County, OH",Ohio,Muskingum,12
CN3912100000000,39,121,"Noble County, OH",Ohio,Noble,
CN3912300000000,39,123,"Ottawa County, OH",Ohio,Ottawa,11
CN3912500000000,39,125,"Paulding County, OH",Ohio,Paulding,
CN3912700000000,39,127,"Perry County, OH",Ohio,Perry,12
CN3912900000000,39,129,"Pickaway County, OH",Ohio,Pickaway,17
CN3913100000000,39,131,"Pike County, OH",Ohio,Pike,29
CN3913300000000,39,133,"Portage County, OH",Ohio,Portage,19
CN3913500000000,39,135,"Preble County, OH",Ohio,Preble,25
CN3913700000000,39,137,"Putnam County, OH",Ohio,Putnam,10
CN3913900000000,39,139,"Richland County, OH",Ohio,Richland,26
CN3914100000000,39,141,"Ross County, OH",Ohio,Ross,37
CN3914300000000,39,143,"Sandusky County, OH",Ohio,Sandusky,17
CN3914500000000,39,145,"Scioto County, OH",Ohio,Scioto,31
CN3914700000000,39,147,"Seneca County, OH",Ohio,Seneca,17
CN3914900000000,39,149,"Shelby County, OH",Ohio,Shelby,16
CN3915100000000,39,151,"Stark County, OH",Ohio,Stark,18
CN3915300000000,39,153,"Summit County, OH",Ohio,Summit,24
CN3915500000000,39,155,"Trumbull County, OH",Ohio,Trumbull,32
CN3915700000000,39,157,"Tuscarawas County, OH",Ohio,Tuscarawas,11
CN3915900000000,39,159,"Union County, OH",Ohio,Union,11
CN3916100000000,39,161,"Van Wert County, OH",Ohio,Van Wert,12
CN3916300000000,39,163,"Vinton County, OH",Ohio,Vinton,
CN3916500000000,39,165,"Warren County, OH",Ohio,Warren,18
CN3916700000000,39,167,"Washington County, OH",Ohio,Washington,15
CN3916900000000,39,169,"Wayne County, OH",Ohio,Wayne,13
CN3917100000000,39,171,"Williams County, OH",Ohio,Williams,
CN3917300000000,39,173,"Wood County, OH",Ohio,Wood,12
CN3917500000000,39,175,"Wyandot County, OH",Ohio,Wyandot,
CN4000100000000,40,1,"Adair County, OK",Oklahoma,Adair,23
CN4000300000000,40,3,"Alfalfa County, OK",Oklahoma,Alfalfa,
CN4000500000000,40,5,"Atoka County, OK",Oklahoma,Atoka,
CN4000700000000,40,7,"Beaver County, OK",Oklahoma,Beaver,
CN4000900000000,40,9,"Beckham County, OK",Oklahoma,Beckham,
CN4001100000000,40,11,"Blaine County, OK",Oklahoma,Blaine,
CN4001300000000,40,13,"Bryan County, OK",Oklahoma,Bryan,18
CN4001500000000,40,15,"Caddo County, OK",Oklahoma,Caddo,23
CN4001700000000,40,17,"Canadian County, OK",Oklahoma,Canadian,13
CN4001900000000,40,19,"Carter County, OK",Oklahoma,Carter,32
CN4002100000000,40,21,"Cherokee County, OK",Oklahoma,Cherokee,27
CN4002300000000,40,23,"Choctaw County, OK",Oklahoma,Choctaw,22
CN4002500000000,40,25,"Cimarron County, OK",Oklahoma,Cimarron,
CN4002700000000,40,27,"Cleveland County, OK",Oklahoma,Cleveland,17
CN4002900000000,40,29,"Coal County, OK",Oklahoma,Coal,
CN4003100000000,40,31,"Comanche County, OK",Oklahoma,Comanche,16
CN4003300000000,40,33,"Cotton County, OK",Oklahoma,Cotton,
CN4003500000000,40,35,"Craig County, OK",Oklahoma,Craig,
CN4003700000000,40,37,"Creek County, OK",Oklahoma,Creek,23
CN4003900000000,40,39,"Custer County, OK",Oklahoma,Custer,15
CN4004100000000,40,41,"Delaware County, OK",Oklahoma,Delaware,19
CN4004300000000,40,43,"Dewey County, OK",Oklahoma,Dewey,
CN4004500000000,40,45,"Ellis County, OK",Oklahoma,Ellis,
CN4004700000000,40,47,"Garfield County, OK",Oklahoma,Garfield,15
CN4004900000000,40,49,"Garvin County, OK",Oklahoma,Garvin,29
CN4005100000000,40,51,"Grady County, OK",Oklahoma,Grady,18
CN4005300000000,40,53,"Grant County, OK",Oklahoma,Grant,
CN4005500000000,40,55,"Greer County, OK",Oklahoma,Greer,
CN4005700000000,40,57,"Harmon County, OK",Oklahoma,Harmon,
CN4005900000000,40,59,"Harper County, OK",Oklahoma,Harper,
CN4006100000000,40,61,"Haskell County, OK",Oklahoma,Haskell,
CN4006300000000,40,63,"Hughes County, OK",Oklahoma,Hughes,
CN4006500000000,40,65,"Jackson County, OK",Oklahoma,Jackson,22
CN4006700000000,40,67,"Jefferson County, OK",Oklahoma,Jefferson,
CN4006900000000,40,69,"Johnston County, OK",Oklahoma,Johnston,36
CN4007100000000,40,71,"Kay County, OK",Oklahoma,Kay,12
CN4007300000000,40,73,"Kingfisher County, OK",Oklahoma,Kingfisher,
CN4007500000000,40,75,"Kiowa County, OK",Oklahoma,Kiowa,
CN4007700000000,40,77,"Latimer County, OK",Oklahoma,Latimer,
CN4007900000000,40,79,"Le Flore County, OK",Oklahoma,Le Flore,23
CN4008100000000,40,81,"Lincoln County, OK",Oklahoma,Lincoln,22
CN4008300000000,40,83,"Logan County, OK",Oklahoma,Logan,14
CN4008500000000,40,85,"Love County, OK",Oklahoma,Love,
CN4008700000000,40,87,"McClain County, OK",Oklahoma,McClain,24
CN4008900000000,40,89,"McCurtain County, OK",Oklahoma,McCurtain,15
CN4009100000000,40,91,"McIntosh County, OK",Oklahoma,McIntosh,30
CN4009300000000,40,93,"Major County, OK",Oklahoma,Major,
CN4009500000000,40,95,"Marshall County, OK",Oklahoma,Marshall,
CN4009700000000,40,97,"Mayes County, OK",Oklahoma,Mayes,25
CN4009900000000,40,99,"Murray County, OK",Oklahoma,Murray,36
CN4010100000000,40,101,"Muskogee County, OK",Oklahoma,Muskogee,32
CN4010300000000,40,103,"Noble County, OK",Oklahoma,Noble,
CN4010500000000,40,105,"Nowata County, OK",Oklahoma,Nowata,
CN4010700000000,40,107,"Okfuskee County, OK",Oklahoma,Okfuskee,33
CN4010900000000,40,109,"Oklahoma County, OK",Oklahoma,Oklahoma,21
CN4011100000000,40,111,"Okmulgee County, OK",Oklahoma,Okmulgee,19
CN4011300000000,40,113,"Osage County, OK",Oklahoma,Osage,13
CN4011500000000,40,115,"Ottawa County, OK",Oklahoma,Ottawa,19
CN4011700000000,40,117,"Pawnee County, OK",Oklahoma,Pawnee,32
CN4011900000000,40,119,"Payne County, OK",Oklahoma,Payne,10
CN4012100000000,40,121,"Pittsburg County, OK",Oklahoma,Pittsburg,28
CN4012300000000,40,123,"Pontotoc County, OK",Oklahoma,Pontotoc,18
CN4012500000000,40,125,"Pottawatomie County, OK",Oklahoma,Pottawatomie,21
CN4012700000000,40,127,"Pushmataha County, OK",Oklahoma,Pushmataha,30
CN4012900000000,40,129,"Roger Mills County, OK",Oklahoma,Roger Mills,
CN4013100000000,40,131,"Rogers County, OK",Oklahoma,Rogers,14
CN4013300000000,40,133,"Seminole County, OK",Oklahoma,Seminole,17
CN4013500000000,40,135,"Sequoyah County, OK",Oklahoma,Sequoyah,33
CN4013700000000,40,137,"Stephens County, OK",Oklahoma,Stephens,27
CN4013900000000,40,139,"Texas County, OK",Oklahoma,Texas,21
CN4014100000000,40,141,"Tillman County, OK",Oklahoma,Tillman,
CN4014300000000,40,143,"Tulsa County, OK",Oklahoma,Tulsa,19
CN4014500000000,40,145,"Wagoner County, OK",Oklahoma,Wagoner,25
CN4014700000000,40,147,"Washington County, OK",Oklahoma,Washington,15
CN4014900000000,40,149,"Washita County, OK",Oklahoma,Washita,29
CN4015100000000,40,151,"Woods County, OK",Oklahoma,Woods,
CN4015300000000,40,153,"Woodward County, OK",Oklahoma,Woodward,20
CN4100100000000,41,1,"Baker County, OR",Oregon,Baker,
CN4100300000000,41,3,"Benton County, OR",Oregon,Benton,8
CN4100500000000,41,5,"Clackamas County, OR",Oregon,Clackamas,11
CN4100700000000,41,7,"Clatsop County, OR",Oregon,Clatsop,13
CN4100900000000,41,9,"Columbia County, OR",Oregon,Columbia,11
CN4101100000000,41,11,"Coos County, OR",Oregon,Coos,12
CN4101300000000,41,13,"Crook County, OR",Oregon,Crook,19
CN4101500000000,41,15,"Curry County, OR",Oregon,Curry,24
CN4101700000000,41,17,"Deschutes County, OR",Oregon,Deschutes,10
CN4101900000000,41,19,"Douglas County, OR",Oregon,Douglas,13
CN4102100000000,41,21,"Gilliam County, OR",Oregon,Gilliam,
CN4102300000000,41,23,"Grant County, OR",Oregon,Grant,
CN4102500000000,41,25,"Harney County, OR",Oregon,Harney,
CN4102700000000,41,27,"Hood River County, OR",Oregon,Hood River,
CN4102900000000,41,29,"Jackson County, OR",Oregon,Jackson,15
CN4103100000000,41,31,"Jefferson County, OR",Oregon,Jefferson,
CN4103300000000,41,33,"Josephine County, OR",Oregon,Josephine,15
CN4103500000000,41,35,"Klamath County, OR",Oregon,Klamath,12
CN4103700000000,41,37,"Lake County, OR",Oregon,Lake,
CN4103900000000,41,39,"Lane County, OR",Oregon,Lane,16
CN4104100000000,41,41,"Lincoln County, OR",Oregon,Lincoln,23
CN4104300000000,41,43,"Linn County, OR",Oregon,Linn,17
CN4104500000000,41,45,"Malheur County, OR",Oregon,Malheur,12
CN4104700000000,41,47,"Marion County, OR",Oregon,Marion,7
CN4104900000000,41,49,"Morrow County, OR",Oregon,Morrow,
CN4105100000000,41,51,"Multnomah County, OR",Oregon,Multnomah,16
CN4105300000000,41,53,"Polk County, OR",Oregon,Polk,7
CN4105500000000,41,55,"Sherman County, OR",Oregon,Sherman,
CN4105700000000,41,57,"Tillamook County, OR",Oregon,Tillamook,22
CN4105900000000,41,59,"Umatilla County, OR",Oregon,Umatilla,8
CN4106100000000,41,61,"Union County, OR",Oregon,Union,14
CN4106300000000,41,63,"Wallowa County, OR",Oregon,Wallowa,
CN4106500000000,41,65,"Wasco County, OR",Oregon,Wasco,
CN4106700000000,41,67,"Washington County, OR",Oregon,Washington,9
CN4106900000000,41,69,"Wheeler County, OR",Oregon,Wheeler,
CN4107100000000,41,71,"Yamhill County, OR",Oregon,Yamhill,10
CN4200100000000,42,1,"Adams County, PA",Pennsylvania,Adams,8
CN4200300000000,42,3,"Allegheny County, PA",Pennsylvania,Allegheny,27
CN4200500000000,42,5,"Armstrong County, PA",Pennsylvania,Armstrong,29
CN4200700000000,42,7,"Beaver County, PA",Pennsylvania,Beaver,24
CN4200900000000,42,9,"Bedford County, PA",Pennsylvania,Bedford,15
CN4201100000000,42,11,"Berks County, PA",Pennsylvania,Berks,14
CN4201300000000,42,13,"Blair County, PA",Pennsylvania,Blair,19
CN4201500000000,42,15,"Bradford County, PA",Pennsylvania,Bradford,13
CN4201700000000,42,17,"Bucks County, PA",Pennsylvania,Bucks,23
CN4201900000000,42,19,"Butler County, PA",Pennsylvania,Butler,23
CN4202100000000,42,21,"Cambria County, PA",Pennsylvania,Cambria,35
CN4202300000000,42,23,"Cameron County, PA",Pennsylvania,Cameron,
CN4202500000000,42,25,"Carbon County, PA",Pennsylvania,Carbon,26
CN4202700000000,42,27,"Centre County, PA",Pennsylvania,Centre,7
CN4202900000000,42,29,"Chester County, PA",Pennsylvania,Chester,14
CN4203100000000,42,31,"Clarion County, PA",Pennsylvania,Clarion,15
CN4203300000000,42,33,"Clearfield County, PA",Pennsylvania,Clearfield,18
CN4203500000000,42,35,"Clinton County, PA",Pennsylvania,Clinton,14
CN4203700000000,42,37,"Columbia County, PA",Pennsylvania,Columbia,13
CN4203900000000,42,39,"Crawford County, PA",Pennsylvania,Crawford,26
CN4204100000000,42,41,"Cumberland County, PA",Pennsylvania,Cumberland,13
CN4204300000000,42,43,"Dauphin County, PA",Pennsylvania,Dauphin,18
CN4204500000000,42,45,"Delaware County, PA",Pennsylvania,Delaware,29
CN4204700000000,42,47,"Elk County, PA",Pennsylvania,Elk,15
CN4204900000000,42,49,"Erie County, PA",Pennsylvania,Erie,21
CN4205100000000,42,51,"Fayette County, PA",Pennsylvania,Fayette,31
CN4205300000000,42,53,"Forest County, PA",Pennsylvania,Forest,
CN4205500000000,42,55,"Franklin County, PA",Pennsylvania,Franklin,12
CN4205700000000,42,57,"Fulton County, PA",Pennsylvania,Fulton,25
CN4205900000000,42,59,"Greene County, PA",Pennsylvania,Greene,29
CN4206100000000,42,61,"Huntingdon County, PA",Pennsylvania,Huntingdon,15
CN4206300000000,42,63,"Indiana County, PA",Pennsylvania,Indiana,24
CN4206500000000,42,65,"Jefferson County, PA",Pennsylvania,Jefferson,22
CN4206700000000,42,67,"Juniata County, PA",Pennsylvania,Juniata,
CN4206900000000,42,69,"Lackawanna County, PA",Pennsylvania,Lackawanna,23
CN4207100000000,42,71,"Lancaster County, PA",Pennsylvania,Lancaster,12
CN4207300000000,42,73,"Lawrence County, PA",Pennsylvania,Lawrence,31
CN4207500000000,42,75,"Lebanon County, PA",Pennsylvania,Lebanon,14
CN4207700000000,42,77,"Lehigh County, PA",Pennsylvania,Lehigh,18
CN4207900000000,42,79,"Luzerne County, PA",Pennsylvania,Luzerne,23
CN4208100000000,42,81,"Lycoming County, PA",Pennsylvania,Lycoming,15
CN4208300000000,42,83,"McKean County, PA",Pennsylvania,McKean,19
CN4208500000000,42,85,"Mercer County, PA",Pennsylvania,Mercer,21
CN4208700000000,42,87,"Mifflin County, PA",Pennsylvania,Mifflin,13
CN4208900000000,42,89,"Monroe County, PA",Pennsylvania,Monroe,21
CN4209100000000,42,91,"Montgomery County, PA",Pennsylvania,Montgomery,18
CN4209300000000,42,93,"Montour County, PA",Pennsylvania,Montour,22
CN4209500000000,42,95,"Northampton County, PA",Pennsylvania,Northampton,19
CN4209700000000,42,97,"Northumberland County, PA",Pennsylvania,Northumberland,17
CN4209900000000,42,99,"Perry County, PA",Pennsylvania,Perry,15
